,a_nav_status_xi,nav_status_D,nav_status_E,nav_status_N,nav_status_alt,nav_status_origin_lat,nav_status_origin_lon,nav_status_pitch,nav_status_roll,nav_status_yaw
0,2021-11-30 12:00:53.718498,0.0,43.14796744930101,-26.636012437004098,0.0,39.543785,2.37884166667,-0.0,0.0,1.7044615745544434
1,2021-11-30 12:00:53.749625,0.0,43.14998582777694,-26.638448509222147,0.0,39.543785,2.37884166667,-0.0,0.0,1.6929577589035034
2,2021-11-30 12:00:53.786869,0.0,43.15202088367787,-26.640855427830342,0.0,39.543785,2.37884166667,-0.0,0.0,1.6802626848220825
3,2021-11-30 12:00:53.820158,0.0,43.1541784071152,-26.643342191910484,0.0,39.543785,2.37884166667,-0.0,0.0,1.684311032295227
4,2021-11-30 12:00:53.853486,0.0,43.15631757843867,-26.64579440399835,0.0,39.543785,2.37884166667,-0.0,0.0,1.6703689098358154
5,2021-11-30 12:00:53.921697,0.0,43.15247711152874,-26.619982044387644,0.0,39.543785,2.37884166667,-0.0,0.0,1.66387140750885
6,2021-11-30 12:00:53.953514,0.0,43.15327389583877,-26.61730337914762,0.0,39.543785,2.37884166667,-0.0,0.0,1.6671596765518188
7,2021-11-30 12:00:53.986838,0.0,43.15410803312398,-26.614533578399076,0.0,39.543785,2.37884166667,-0.0,0.0,1.6291651725769043
8,2021-11-30 12:00:54.020152,0.0,43.15491460203518,-26.6115703021723,0.0,39.543785,2.37884166667,-0.0,0.0,1.6775707006454468
9,2021-11-30 12:00:54.053437,0.0,43.155770773971604,-26.608565263482912,0.0,39.543785,2.37884166667,-0.0,0.0,1.6337165832519531
10,2021-11-30 12:00:54.088278,0.0,43.15661087839369,-26.59071561700701,0.0,39.543785,2.37884166667,-0.0,0.0,1.661399006843567
11,2021-11-30 12:00:54.153423,0.0,43.15812783478594,-26.578599072897845,0.0,39.543785,2.37884166667,-0.0,0.0,1.6638197898864746
12,2021-11-30 12:00:54.190421,0.0,43.158906165935754,-26.5722179563508,0.0,39.543785,2.37884166667,-0.0,0.0,1.6397294998168945
13,2021-11-30 12:00:54.223754,0.0,43.15967564396202,-26.56567760224808,0.0,39.543785,2.37884166667,-0.0,0.0,1.6518540382385254
14,2021-11-30 12:00:54.256950,0.0,43.160466095323656,-26.55896142805428,0.0,39.543785,2.37884166667,-0.0,0.0,1.6468335390090942
15,2021-11-30 12:00:54.289937,0.0,43.161274205614745,-26.55203791002139,0.0,39.543785,2.37884166667,-0.0,0.0,1.6471375226974487
16,2021-11-30 12:00:54.352647,0.0,43.16055683282284,-26.57937436110597,0.0,39.543785,2.37884166667,-0.0,0.0,1.6477689743041992
17,2021-11-30 12:00:54.388988,0.0,43.161050187035926,-26.578226789112364,0.0,39.543785,2.37884166667,-0.0,0.0,1.6624150276184082
18,2021-11-30 12:00:54.422247,0.0,43.16152960882445,-26.57710132357125,0.0,39.543785,2.37884166667,-0.0,0.0,1.6585285663604736
19,2021-11-30 12:00:54.455764,0.0,43.162025802889644,-26.57591441206414,0.0,39.543785,2.37884166667,-0.0,0.0,1.6658875942230225
20,2021-11-30 12:00:54.490802,0.0,43.161180852333175,-26.573456080754617,0.0,39.543785,2.37884166667,-0.0,0.0,1.6588269472122192
21,2021-11-30 12:00:54.522260,0.0,43.16138183625166,-26.572106349837437,0.0,39.543785,2.37884166667,-0.0,0.0,1.6591976881027222
22,2021-11-30 12:00:54.595244,0.0,43.16178872448245,-26.569171878730298,0.0,39.543785,2.37884166667,-0.0,0.0,1.658443570137024
23,2021-11-30 12:00:54.618484,0.0,43.16199023063447,-26.567660269614528,0.0,39.543785,2.37884166667,-0.0,0.0,1.6600011587142944
24,2021-11-30 12:00:54.649586,0.0,43.16219124359413,-26.566112661156094,0.0,39.543785,2.37884166667,-0.0,0.0,1.6580493450164795
25,2021-11-30 12:00:54.688336,0.0,43.16602852039532,-26.553477041268575,0.0,39.543785,2.37884166667,-0.0,0.0,1.6601392030715942
26,2021-11-30 12:00:54.720113,0.0,43.1669012724723,-26.5499408678957,0.0,39.543785,2.37884166667,-0.0,0.0,1.6679046154022217
27,2021-11-30 12:00:54.753486,0.0,43.16782516555875,-26.54616010507316,0.0,39.543785,2.37884166667,-0.0,0.0,1.6611701250076294
28,2021-11-30 12:00:54.814232,0.0,43.16975677286518,-26.538283567405735,0.0,39.543785,2.37884166667,-0.0,0.0,1.6638103723526
29,2021-11-30 12:00:54.847713,0.0,43.170692444956416,-26.534245908226378,0.0,39.543785,2.37884166667,-0.0,0.0,1.660693883895874
30,2021-11-30 12:00:54.881024,0.0,43.171698354451756,-26.530148214255338,0.0,39.543785,2.37884166667,-0.0,0.0,1.675284504890442
31,2021-11-30 12:00:54.915152,0.0,43.16352552841881,-26.538208769203663,0.0,39.543785,2.37884166667,-0.0,0.0,1.6683262586593628
32,2021-11-30 12:00:54.950758,0.0,43.162946619456186,-26.53604654997196,0.0,39.543785,2.37884166667,-0.0,0.0,1.671748399734497
33,2021-11-30 12:00:54.996053,0.0,43.1623561083829,-26.533881306807192,0.0,39.543785,2.37884166667,-0.0,0.0,1.67169189453125
34,2021-11-30 12:00:55.049723,0.0,43.16108858337869,-26.529464993606528,0.0,39.543785,2.37884166667,-0.0,0.0,1.6755872964859009
35,2021-11-30 12:00:55.088343,0.0,43.15896386269083,-26.532730306818614,0.0,39.543785,2.37884166667,-0.0,0.0,1.6727781295776367
36,2021-11-30 12:00:55.120309,0.0,43.157993090761366,-26.53159451766881,0.0,39.543785,2.37884166667,-0.0,0.0,1.6744924783706665
37,2021-11-30 12:00:55.153636,0.0,43.15699466273142,-26.530450970119354,0.0,39.543785,2.37884166667,-0.0,0.0,1.6762646436691284
38,2021-11-30 12:00:55.187223,0.0,43.15591509842906,-26.529256622336746,0.0,39.543785,2.37884166667,-0.0,0.0,1.6841316223144531
39,2021-11-30 12:00:55.253641,0.0,43.15375999616215,-26.526964715822512,0.0,39.543785,2.37884166667,-0.0,0.0,1.666562795639038
40,2021-11-30 12:00:55.286986,0.0,43.152626338490705,-26.525808916344435,0.0,39.543785,2.37884166667,-0.0,0.0,1.6708314418792725
41,2021-11-30 12:00:55.321581,0.0,43.14741912702852,-26.529995438667274,0.0,39.543785,2.37884166667,-0.0,0.0,1.6709543466567993
42,2021-11-30 12:00:55.353541,0.0,43.14557493466828,-26.529731166524837,0.0,39.543785,2.37884166667,-0.0,0.0,1.666545033454895
43,2021-11-30 12:00:55.386884,0.0,43.143608015415786,-26.52948034043979,0.0,39.543785,2.37884166667,-0.0,0.0,1.6673961877822876
44,2021-11-30 12:00:55.453530,0.0,43.139688461477505,-26.529059575518897,0.0,39.543785,2.37884166667,-0.0,0.0,1.6686071157455444
45,2021-11-30 12:00:55.488311,0.0,43.1476528925473,-26.516162852529707,0.0,39.543785,2.37884166667,-0.0,0.0,1.6645984649658203
46,2021-11-30 12:00:55.520113,0.0,43.147586157789625,-26.513573196020335,0.0,39.543785,2.37884166667,-0.0,0.0,1.6647999286651611
47,2021-11-30 12:00:55.553414,0.0,43.14752691722409,-26.510795526437875,0.0,39.543785,2.37884166667,-0.0,0.0,1.657288670539856
48,2021-11-30 12:00:55.586723,0.0,43.147459786313505,-26.508042618321642,0.0,39.543785,2.37884166667,-0.0,0.0,1.673999547958374
49,2021-11-30 12:00:55.622015,0.0,43.147363264969826,-26.505267952985896,0.0,39.543785,2.37884166667,-0.0,0.0,1.6578673124313354
50,2021-11-30 12:00:55.692638,0.0,43.15353684487794,-26.496346669370865,0.0,39.543785,2.37884166667,-0.0,0.0,1.6458609104156494
51,2021-11-30 12:00:55.716242,0.0,43.15461759502205,-26.493075480386445,0.0,39.543785,2.37884166667,-0.0,0.0,1.6594487428665161
52,2021-11-30 12:00:55.751177,0.0,43.15580321425866,-26.48948256792464,0.0,39.543785,2.37884166667,-0.0,0.0,1.611514687538147
53,2021-11-30 12:00:55.790441,0.0,43.1569544932608,-26.485877667461423,0.0,39.543785,2.37884166667,-0.0,0.0,1.642607569694519
54,2021-11-30 12:00:55.823778,0.0,43.15816401927855,-26.482247414499167,0.0,39.543785,2.37884166667,-0.0,0.0,1.6287026405334473
55,2021-11-30 12:00:55.887955,0.0,43.16061682773725,-26.47467003696004,0.0,39.543785,2.37884166667,-0.0,0.0,1.659942388534546
56,2021-11-30 12:00:55.924301,0.0,43.156933070557216,-26.48341875557724,0.0,39.543785,2.37884166667,-0.0,0.0,1.6357767581939697
57,2021-11-30 12:00:55.955392,0.0,43.15736995191875,-26.481701255060152,0.0,39.543785,2.37884166667,-0.0,0.0,1.631312608718872
58,2021-11-30 12:00:55.985168,0.0,43.15781914046114,-26.479972087082704,0.0,39.543785,2.37884166667,-0.0,0.0,1.6478382349014282
59,2021-11-30 12:00:56.018574,0.0,43.15829986384242,-26.478201836849113,0.0,39.543785,2.37884166667,-0.0,0.0,1.6368635892868042
60,2021-11-30 12:00:56.089458,0.0,43.1625074127854,-26.49596067026231,0.0,39.543785,2.37884166667,-0.0,0.0,1.640152096748352
61,2021-11-30 12:00:56.121160,0.0,43.163638760574806,-26.49843779966203,0.0,39.543785,2.37884166667,-0.0,0.0,1.6402372121810913
62,2021-11-30 12:00:56.154526,0.0,43.16477554308391,-26.501001134970377,0.0,39.543785,2.37884166667,-0.0,0.0,1.643418788909912
63,2021-11-30 12:00:56.195465,0.0,43.16597978571809,-26.503765369549093,0.0,39.543785,2.37884166667,-0.0,0.0,1.6452592611312866
64,2021-11-30 12:00:56.223085,0.0,43.16716794497661,-26.506548835984937,0.0,39.543785,2.37884166667,-0.0,0.0,1.624821662902832
65,2021-11-30 12:00:56.284556,0.0,43.16963124106609,-26.512414673926045,0.0,39.543785,2.37884166667,-0.0,0.0,1.630427598953247
66,2021-11-30 12:00:56.325185,0.0,43.17552250393978,-26.51408627079222,0.0,39.543785,2.37884166667,-0.0,0.0,1.6283578872680664
67,2021-11-30 12:00:56.357123,0.0,43.17763811056287,-26.517077156398646,0.0,39.543785,2.37884166667,-0.0,0.0,1.6583945751190186
68,2021-11-30 12:00:56.390404,0.0,43.179641095417196,-26.52004143642869,0.0,39.543785,2.37884166667,-0.0,0.0,1.6435108184814453
69,2021-11-30 12:00:56.423686,0.0,43.18182224469834,-26.523245405753997,0.0,39.543785,2.37884166667,-0.0,0.0,1.6519625186920166
70,2021-11-30 12:00:56.486065,0.0,43.18619515562707,-26.529723936534936,0.0,39.543785,2.37884166667,-0.0,0.0,1.6725655794143677
71,2021-11-30 12:00:56.520689,0.0,43.1755735105542,-26.528040592542123,0.0,39.543785,2.37884166667,-0.0,0.0,1.6667507886886597
72,2021-11-30 12:00:56.552673,0.0,43.17559425747277,-26.530676050378286,0.0,39.543785,2.37884166667,-0.0,0.0,1.6685043573379517
73,2021-11-30 12:00:56.589046,0.0,43.175597901639584,-26.53339596701172,0.0,39.543785,2.37884166667,-0.0,0.0,1.6609907150268555
74,2021-11-30 12:00:56.622344,0.0,43.175596220764554,-26.53611518612418,0.0,39.543785,2.37884166667,-0.0,0.0,1.6661380529403687
75,2021-11-30 12:00:56.655667,0.0,43.17557746898531,-26.53889886176138,0.0,39.543785,2.37884166667,-0.0,0.0,1.6629377603530884
76,2021-11-30 12:00:56.724475,0.0,43.19030824660568,-26.51918749102429,0.0,39.543785,2.37884166667,-0.0,0.0,1.6688978672027588
77,2021-11-30 12:00:56.751135,0.0,43.192800274527215,-26.517832034641927,0.0,39.543785,2.37884166667,-0.0,0.0,1.6589332818984985
78,2021-11-30 12:00:56.787257,0.0,43.19539980655099,-26.516399218874746,0.0,39.543785,2.37884166667,-0.0,0.0,1.6732290983200073
