,a_nav_status_t,nav_status_D,nav_status_E,nav_status_N,nav_status_alt,nav_status_origin_lat,nav_status_origin_lon,nav_status_pitch,nav_status_roll,nav_status_yaw
0,2021-11-30 12:00:53.287138,0.09803353533432341,45.7879734414232,-82.74011643035281,11.565489768981934,39.543785,2.37884166667,0.10705064982175827,-0.0790623351931572,0.9315130114555359
1,2021-11-30 12:00:53.328161,0.09915457808337538,45.78366591498126,-82.73850150215347,11.56738567352295,39.543785,2.37884166667,0.10585314780473709,-0.08108676224946976,0.9293707609176636
2,2021-11-30 12:00:53.370437,0.09920146704652447,45.77995668507174,-82.73785299050395,11.56738567352295,39.543785,2.37884166667,0.10472603887319565,-0.08318324387073517,0.9271378517150879
3,2021-11-30 12:00:53.449586,0.10047154402207076,45.78225918255475,-82.70955015201297,11.553526878356934,39.543785,2.37884166667,0.1035805270075798,-0.08611464500427246,0.9237818121910095
4,2021-11-30 12:00:53.490260,0.10534416759645862,45.782246659993795,-82.7140395677351,11.553526878356934,39.543785,2.37884166667,0.10222683846950531,-0.08790802955627441,0.921739399433136
5,2021-11-30 12:00:53.531011,0.10665602549720084,45.77932151374716,-82.71433814575104,11.553526878356934,39.543785,2.37884166667,0.10080251842737198,-0.08923493325710297,0.9201050400733948
6,2021-11-30 12:00:53.565230,0.10706498408674986,45.776836226801045,-82.71455703647358,11.54881763458252,39.543785,2.37884166667,0.09943225979804993,-0.08966416120529175,0.919333279132843
7,2021-11-30 12:00:53.604346,0.10649308264440907,45.77400196676402,-82.71476697783088,11.528162002563477,39.543785,2.37884166667,0.0992431491613388,-0.09046969562768936,0.9182438850402832
8,2021-11-30 12:00:53.645637,0.10392590494451943,45.770940061675006,-82.71494363564582,11.528162002563477,39.543785,2.37884166667,0.09790084511041641,-0.08997642248868942,0.9181553721427917
9,2021-11-30 12:00:53.685479,0.09816902542480949,45.77453785780116,-82.72578122108473,11.549491882324219,39.543785,2.37884166667,0.09684910625219345,-0.08849089592695236,0.919018030166626
10,2021-11-30 12:00:53.726186,0.09647208717832023,45.77271653141617,-82.7279075103054,11.549491882324219,39.543785,2.37884166667,0.09614855796098709,-0.08616918325424194,0.9206057190895081
11,2021-11-30 12:00:53.766866,0.09629612549279941,45.770890308814586,-82.73001011996524,11.549491882324219,39.543785,2.37884166667,0.09598836302757263,-0.08318722993135452,0.9228224754333496
12,2021-11-30 12:00:53.807363,0.09643853607030078,45.76913055863502,-82.73218523947617,11.532831192016602,39.543785,2.37884166667,0.09585759043693542,-0.08297820389270782,0.9227867722511292
13,2021-11-30 12:00:53.848155,0.09891289063360274,45.77322857459618,-82.74072553153691,11.545327186584473,39.543785,2.37884166667,0.09667891263961792,-0.0791374072432518,0.9258898496627808
14,2021-11-30 12:00:53.889802,0.10428312814772946,45.77259625131674,-82.74423875719656,11.545327186584473,39.543785,2.37884166667,0.09826916456222534,-0.07512617111206055,0.929295003414154
15,2021-11-30 12:00:53.970305,0.10885381045091742,45.771498646434765,-82.75114019577201,11.5418062210083,39.543785,2.37884166667,0.10410885512828827,-0.06816712766885757,0.9353217482566833
16,2021-11-30 12:00:54.006795,0.110125802925217,45.77106786649823,-82.75431581719896,11.5418062210083,39.543785,2.37884166667,0.1081763431429863,-0.06583438813686371,0.937184751033783
17,2021-11-30 12:00:54.043647,0.11121692799289773,45.77218492719002,-82.754363851244,11.5418062210083,39.543785,2.37884166667,0.10930253565311432,-0.06474025547504425,0.9380189180374146
18,2021-11-30 12:00:54.083999,0.11358467412983463,45.77205644974087,-82.75734599032205,11.542278289794922,39.543785,2.37884166667,0.1143377274274826,-0.06318895518779755,0.9387344121932983
19,2021-11-30 12:00:54.124618,0.11587965925738623,45.7719821579967,-82.76039031909755,11.542278289794922,39.543785,2.37884166667,0.11966299265623093,-0.06265049427747726,0.9380966424942017
20,2021-11-30 12:00:54.165032,0.11792245788685655,45.77196194082652,-82.7634562183647,11.542947769165039,39.543785,2.37884166667,0.12498440593481064,-0.06300286948680878,0.9361298084259033
21,2021-11-30 12:00:54.207984,0.12003160640258283,45.77056993846998,-82.75859977514577,11.526955604553223,39.543785,2.37884166667,0.13009560108184814,-0.06404033303260803,0.9329738020896912
22,2021-11-30 12:00:54.249482,0.11825904329209394,45.7703664864319,-82.76002448012994,11.526955604553223,39.543785,2.37884166667,0.1345326453447342,-0.06559143215417862,0.928861677646637
23,2021-11-30 12:00:54.287240,0.11523287695588258,45.77016502202211,-82.76132374783028,11.526955604553223,39.543785,2.37884166667,0.13652755320072174,-0.06552454084157944,0.9279935359954834
24,2021-11-30 12:00:54.328015,0.1148159252033536,45.77004371445661,-82.76269989321102,11.522076606750488,39.543785,2.37884166667,0.14009127020835876,-0.06758931279182434,0.9228410720825195
25,2021-11-30 12:00:54.368676,0.11482472974049782,45.77036851446416,-82.73411573577074,11.522076606750488,39.543785,2.37884166667,0.1425664722919464,-0.06968729943037033,0.9174109101295471
26,2021-11-30 12:00:54.408380,0.11558599398904962,45.767737782966094,-82.7333563734575,11.51763916015625,39.543785,2.37884166667,0.14382098615169525,-0.07162562757730484,0.9121461510658264
27,2021-11-30 12:00:54.489793,0.12218599250291318,45.76668725630294,-82.73514869391629,11.51763916015625,39.543785,2.37884166667,0.14565782248973846,-0.07373520731925964,0.905047595500946
28,2021-11-30 12:00:54.523400,0.12192724007335179,45.76629298005241,-82.73587525364734,11.51763916015625,39.543785,2.37884166667,0.14444105327129364,-0.07476994395256042,0.901239275932312
29,2021-11-30 12:00:54.562872,0.12071106882473957,45.765833050636495,-82.73671215270767,11.505480766296387,39.543785,2.37884166667,0.14252738654613495,-0.07527855783700943,0.8980515599250793
30,2021-11-30 12:00:54.604043,0.12009730151776757,45.761287908470365,-82.74474291557244,11.505480766296387,39.543785,2.37884166667,0.13994432985782623,-0.07500340044498444,0.8958606123924255
31,2021-11-30 12:00:54.644387,0.12255217539453388,45.76009498420783,-82.7469162167608,11.515111923217773,39.543785,2.37884166667,0.13692352175712585,-0.07382933795452118,0.8947166204452515
32,2021-11-30 12:00:54.689400,0.12538553430446173,45.75874901931451,-82.74934283410671,11.505891799926758,39.543785,2.37884166667,0.13374020159244537,-0.07172778248786926,0.894349992275238
33,2021-11-30 12:00:54.725897,0.1244352964512195,45.75767912396433,-82.75130423921706,11.505891799926758,39.543785,2.37884166667,0.13370896875858307,-0.071512371301651,0.8930010795593262
34,2021-11-30 12:00:54.766634,0.12350405361028119,45.75836046605717,-82.76485151513731,11.505891799926758,39.543785,2.37884166667,0.1304519772529602,-0.06833262741565704,0.893873393535614
35,2021-11-30 12:00:54.806858,0.12105440248235055,45.75750611689809,-82.76929505257384,11.513006210327148,39.543785,2.37884166667,0.12760967016220093,-0.06453980505466461,0.895409882068634
36,2021-11-30 12:00:54.847943,0.11189417486995486,45.75661911440836,-82.77387924376147,11.503178596496582,39.543785,2.37884166667,0.12525725364685059,-0.06042831018567085,0.8973163366317749
37,2021-11-30 12:00:54.888171,0.10565115339099276,45.75574168355962,-82.778406926657,11.503178596496582,39.543785,2.37884166667,0.12376611679792404,-0.056230578571558,0.8993787169456482
38,2021-11-30 12:00:54.969235,0.10435406721844916,45.75884537885615,-82.80015508838534,11.505389213562012,39.543785,2.37884166667,0.12311262637376785,-0.05051039159297943,0.9012711048126221
39,2021-11-30 12:00:55.010147,0.1067841955279843,45.758854757577055,-82.80722507702053,11.505389213562012,39.543785,2.37884166667,0.1236727386713028,-0.04665128514170647,0.902938187122345
40,2021-11-30 12:00:55.050871,0.11268174308039594,45.758909126962386,-82.81436182536744,11.505389213562012,39.543785,2.37884166667,0.12506696581840515,-0.043519407510757446,0.9039013385772705
41,2021-11-30 12:00:55.083367,0.11560317278510647,45.758988642209545,-82.82012788029093,11.498003959655762,39.543785,2.37884166667,0.12684348225593567,-0.041813578456640244,0.9040865898132324
