,a_nav_status_xi,nav_status_D,nav_status_E,nav_status_N,nav_status_alt,nav_status_origin_lat,nav_status_origin_lon,nav_status_pitch,nav_status_roll,nav_status_yaw
0,2021-07-21 12:59:12.833067,0.0,-29.913591808317886,1.5211279514742546,0.0,39.54333,2.37794,0.0,0.0,-0.3882978558540344
1,2021-07-21 12:59:12.865599,0.0,-29.914046889266277,1.5252672936439535,0.0,39.54333,2.37794,0.0,0.0,-0.4048905670642853
2,2021-07-21 12:59:12.908964,0.0,-29.92193632842345,1.5240081776152348,0.0,39.54333,2.37794,0.0,0.0,-0.3883219063282013
3,2021-07-21 12:59:12.940521,0.0,-29.923722384180458,1.5272272290252755,0.0,39.54333,2.37794,0.0,0.0,-0.41457703709602356
4,2021-07-21 12:59:12.973915,0.0,-29.925482828579067,1.5303127988768397,0.0,39.54333,2.37794,0.0,0.0,-0.39030787348747253
5,2021-07-21 12:59:13.011407,0.0,-29.9272641283629,1.5334373414439704,0.0,39.54333,2.37794,0.0,0.0,-0.4060654044151306
6,2021-07-21 12:59:13.078061,0.0,-29.930361675026614,1.5389188414912407,0.0,39.54333,2.37794,0.0,0.0,-0.3946233093738556
7,2021-07-21 12:59:13.109882,0.0,-29.942555468656224,1.5568783187642594,0.0,39.54333,2.37794,0.0,0.0,-0.39912793040275574
8,2021-07-21 12:59:13.136922,0.0,-29.94603732223259,1.562405169009437,0.0,39.54333,2.37794,0.0,0.0,-0.3943108022212982
9,2021-07-21 12:59:13.170036,0.0,-29.949621682146585,1.5681684680046317,0.0,39.54333,2.37794,0.0,0.0,-0.38029229640960693
10,2021-07-21 12:59:13.211233,0.0,-29.952507846752038,1.5728597681988128,0.0,39.54333,2.37794,0.0,0.0,-0.39353546500205994
11,2021-07-21 12:59:13.247094,0.0,-29.956033409150287,1.57862875707403,0.0,39.54333,2.37794,0.0,0.0,-0.386441707611084
12,2021-07-21 12:59:13.298548,0.0,-29.96164374878588,1.5923700033468102,0.0,39.54333,2.37794,0.0,0.0,-0.38008010387420654
13,2021-07-21 12:59:13.333051,0.0,-29.964834853392823,1.5984230762749472,0.0,39.54333,2.37794,0.0,0.0,-0.368624210357666
14,2021-07-21 12:59:13.376885,0.0,-29.968022432411594,1.6045891505235923,0.0,39.54333,2.37794,0.0,0.0,-0.3862608075141907
15,2021-07-21 12:59:13.406154,0.0,-29.971246511523738,1.6106629048941352,0.0,39.54333,2.37794,0.0,0.0,-0.37218260765075684
16,2021-07-21 12:59:13.433891,0.0,-29.974521157906604,1.6168812474100958,0.0,39.54333,2.37794,0.0,0.0,-0.39386671781539917
17,2021-07-21 12:59:13.471212,0.0,-29.97773197753689,1.6228884892834872,0.0,39.54333,2.37794,0.0,0.0,-0.38766568899154663
18,2021-07-21 12:59:13.544252,0.0,-29.945506883112245,1.6191737737921998,0.0,39.54333,2.37794,0.0,0.0,-0.3970749080181122
19,2021-07-21 12:59:13.572813,0.0,-29.942662154173693,1.622858172504864,0.0,39.54333,2.37794,0.0,0.0,-0.4079677164554596
20,2021-07-21 12:59:13.609714,0.0,-29.93971115707388,1.6266393404999724,0.0,39.54333,2.37794,0.0,0.0,-0.41153478622436523
21,2021-07-21 12:59:13.643159,0.0,-29.936733723379167,1.6303332469895888,0.0,39.54333,2.37794,0.0,0.0,-0.40754789113998413
22,2021-07-21 12:59:13.677876,0.0,-29.93428444598262,1.6333260459363188,0.0,39.54333,2.37794,0.0,0.0,-0.4182668924331665
23,2021-07-21 12:59:13.735683,0.0,-29.935996476679833,1.6438717345209446,0.0,39.54333,2.37794,0.0,0.0,-0.41911444067955017
24,2021-07-21 12:59:13.769018,0.0,-29.9340216015286,1.6479686714740842,0.0,39.54333,2.37794,0.0,0.0,-0.45508861541748047
25,2021-07-21 12:59:13.806395,0.0,-29.932041717720395,1.6519582303473586,0.0,39.54333,2.37794,0.0,0.0,-0.4434652328491211
26,2021-07-21 12:59:13.839483,0.0,-29.929936001877127,1.656057724714109,0.0,39.54333,2.37794,0.0,0.0,-0.46352076530456543
27,2021-07-21 12:59:13.872833,0.0,-29.92781418090363,1.6600601942082691,0.0,39.54333,2.37794,0.0,0.0,-0.45070239901542664
28,2021-07-21 12:59:13.939468,0.0,-29.9339959147234,1.6730107655452073,0.0,39.54333,2.37794,0.0,0.0,-0.48462527990341187
29,2021-07-21 12:59:13.972845,0.0,-29.933373209017482,1.6779202849810122,0.0,39.54333,2.37794,0.0,0.0,-0.4583589434623718
30,2021-07-21 12:59:14.006132,0.0,-29.932690621747927,1.6826662885955732,0.0,39.54333,2.37794,0.0,0.0,-0.4844619929790497
31,2021-07-21 12:59:14.039489,0.0,-29.931991305576336,1.687577288846344,0.0,39.54333,2.37794,0.0,0.0,-0.458856463432312
32,2021-07-21 12:59:14.072849,0.0,-29.931235880410394,1.6923156168778581,0.0,39.54333,2.37794,0.0,0.0,-0.47973892092704773
33,2021-07-21 12:59:14.113914,0.0,-29.94054808084916,1.6959734537243998,0.0,39.54333,2.37794,0.0,0.0,-0.4841412603855133
34,2021-07-21 12:59:14.168981,0.0,-29.942951601434007,1.7064154373784532,0.0,39.54333,2.37794,0.0,0.0,-0.4812428951263428
35,2021-07-21 12:59:14.200911,0.0,-29.94411451839892,1.711236539437587,0.0,39.54333,2.37794,0.0,0.0,-0.48372378945350647
36,2021-07-21 12:59:14.238354,0.0,-29.945273752404113,1.7160403858062736,0.0,39.54333,2.37794,0.0,0.0,-0.47001510858535767
37,2021-07-21 12:59:14.272080,0.0,-29.94637758342991,1.7207107461509288,0.0,39.54333,2.37794,0.0,0.0,-0.4795116186141968
38,2021-07-21 12:59:14.306892,0.0,-29.942081050137777,1.7141368438027516,0.0,39.54333,2.37794,0.0,0.0,-0.4870259165763855
39,2021-07-21 12:59:14.364780,0.0,-29.942368565590876,1.7194653043741148,0.0,39.54333,2.37794,0.0,0.0,-0.4903077483177185
40,2021-07-21 12:59:14.398092,0.0,-29.942432981430738,1.7220606044611615,0.0,39.54333,2.37794,0.0,0.0,-0.4831029176712036
41,2021-07-21 12:59:14.434015,0.0,-29.94245522120503,1.724640650783721,0.0,39.54333,2.37794,0.0,0.0,-0.47398841381073
42,2021-07-21 12:59:14.478773,0.0,-29.94243320904099,1.7271011458999486,0.0,39.54333,2.37794,0.0,0.0,-0.4805508255958557
43,2021-07-21 12:59:14.510690,0.0,-29.94906280495717,1.7445071277831394,0.0,39.54333,2.37794,0.0,0.0,-0.4635569751262665
44,2021-07-21 12:59:14.542123,0.0,-29.9503820286783,1.7511793275818661,0.0,39.54333,2.37794,0.0,0.0,-0.4530407190322876
45,2021-07-21 12:59:14.578310,0.0,-29.951197229091186,1.7555321189346393,0.0,39.54333,2.37794,0.0,0.0,-0.44944170117378235
46,2021-07-21 12:59:14.644895,0.0,-29.95319062285926,1.766522637187936,0.0,39.54333,2.37794,0.0,0.0,-0.44574642181396484
47,2021-07-21 12:59:14.703385,0.0,-29.963529271326173,1.7725259318714586,0.0,39.54333,2.37794,0.0,0.0,-0.4257621169090271
