,a_USBLlong_t,usbllong_D,usbllong_E,usbllong_N,usbllong_X,usbllong_Y,usbllong_Z,usbllong_pitch,usbllong_roll,usbllong_yaw
0,2021-07-21 12:59:21.181371,-4.5980000495910645,12.137800216674805,-21.519800186157227,-16.741600036621094,-18.19260025024414,-4.507400035858154,0.01269999984651804,0.01679999940097332,-1.3366999626159668
1,2021-07-21 13:00:35.945836,-1.117300033569336,19.161300659179688,-17.810100555419922,19.724300384521484,17.114099502563477,-1.913599967956543,-0.005900000222027302,0.03959999978542328,1.603600025177002
2,2021-07-21 13:00:37.369953,-1.3832000494003296,19.38759994506836,-17.580299377441406,20.633899688720703,16.062299728393555,-1.7611000537872314,-0.0035000001080334187,0.01899999938905239,1.6450999975204468
3,2021-07-21 13:00:38.787047,-0.8255000114440918,19.365699768066406,-17.73509979248047,21.347999572753906,15.220399856567383,-1.6868000030517578,-0.024299999698996544,0.02250000089406967,1.6929999589920044
4,2021-07-21 13:00:40.209856,-0.4684000015258789,19.359899520874023,-17.781099319458008,21.79400062561035,14.701000213623047,-0.3061999976634979,0.01269999984651804,0.007899999618530273,1.7200000286102295
5,2021-07-21 13:00:41.631121,0.1216999962925911,20.14739990234375,-16.982900619506836,22.149599075317383,14.273900032043457,-0.002099999925121665,-0.004000000189989805,0.002400000113993883,1.698699951171875
6,2021-07-21 13:00:43.054316,-0.3163999915122986,19.224899291992188,-18.101299285888672,22.364700317382812,14.029899597167969,0.5827000141143799,0.025299999862909317,-0.02370000071823597,1.7661000490188599
7,2021-07-21 13:00:44.478022,-0.6959999799728394,18.652599334716797,-18.78190040588379,21.912500381469727,14.853099822998047,-0.6237999796867371,0.011300000362098217,0.011900000274181366,1.7634999752044678
8,2021-07-21 13:00:45.904135,-0.18889999389648438,18.94890022277832,-18.529399871826172,22.575599670410156,13.873800277709961,0.54339998960495,0.012900000438094139,-0.03180000185966492,1.7940000295639038
9,2021-07-21 13:00:47.326899,0.06350000202655792,18.761899948120117,-18.745100021362305,21.286500930786133,15.818599700927734,0.20880000293254852,-0.005200000014156103,-0.016200000420212746,1.7165000438690186
10,2021-07-21 13:00:48.753569,-0.29019999504089355,18.64259910583496,-18.933300018310547,20.677499771118164,16.62980079650879,-1.409600019454956,-0.028999999165534973,0.031199999153614044,1.686900019645691
11,2021-07-21 13:00:50.175163,1.2443000078201294,19.62849998474121,-17.868200302124023,20.606199264526367,16.761899948120117,-0.720300018787384,-0.031099999323487282,0.07909999787807465,1.628000020980835
12,2021-07-21 13:00:51.599740,1.3229999542236328,18.97279930114746,-18.482200622558594,20.180400848388672,17.181900024414062,0.9192000031471252,-0.02979999966919422,-0.011500000022351742,1.6363999843597412
13,2021-07-21 13:00:53.008638,0.13950000703334808,18.745500564575195,-18.7101993560791,20.577600479125977,16.576499938964844,1.8070000410079956,0.08240000158548355,0.0019000000320374966,1.6790000200271606
14,2021-07-21 13:00:54.418342,0.7109000086784363,18.868600845336914,-18.525800704956055,19.806100845336914,17.321699142456055,2.722899913787842,0.07569999992847443,-0.029100000858306885,1.6313999891281128
15,2021-07-21 13:00:55.843327,1.4730000495910645,19.395700454711914,-17.811599731445312,22.021099090576172,14.075599670410156,3.5445001125335693,0.10419999808073044,0.016899999231100082,1.7506999969482422
16,2021-07-21 13:00:57.275875,1.3460999727249146,17.888099670410156,-19.266799926757812,22.697399139404297,13.174699783325195,2.0645999908447266,0.03139999881386757,-0.0003000000142492354,1.868399977684021
17,2021-07-21 13:00:58.699634,1.107200026512146,17.31839942932129,-19.6653995513916,21.276500701904297,15.192899703979492,2.0896999835968018,0.03229999914765358,-0.01940000057220459,1.7999999523162842
18,2021-07-21 13:01:05.172769,2.0845999717712402,16.917400360107422,-19.57469940185547,18.814800262451172,17.521400451660156,3.5664000511169434,0.06880000233650208,-0.010300000198185444,1.6836999654769897
19,2021-07-21 13:01:16.722178,3.526700019836426,16.869300842285156,-19.187599182128906,16.710899353027344,19.246700286865234,3.934999942779541,0.05640000104904175,0.02810000069439411,1.572700023651123
20,2021-07-21 13:01:18.142784,3.3473000526428223,17.158100128173828,-18.917400360107422,17.60650062561035,18.477399826049805,3.474299907684326,0.026499999687075615,0.01850000023841858,1.5994000434875488
21,2021-07-21 13:01:24.513507,5.285399913787842,16.738000869750977,-19.05590057373047,17.141599655151367,18.584400177001953,5.657700061798096,0.029100000858306885,0.007000000216066837,1.600600004196167
22,2021-07-21 13:01:25.937404,4.859099864959717,16.903900146484375,-19.035200119018555,17.39189910888672,18.729000091552734,4.293900012969971,-0.0012000000569969416,0.029100000858306885,1.596500039100647
23,2021-07-21 13:01:27.355552,5.114099979400635,16.460800170898438,-19.392200469970703,16.223400115966797,19.491100311279297,5.48330020904541,0.056699998676776886,0.02879999950528145,1.573199987411499
24,2021-07-21 13:01:28.778911,5.27209997177124,16.774499893188477,-19.076499938964844,16.74139976501465,19.221099853515625,4.833899974822998,-0.00279999990016222,0.020400000736117363,1.5684000253677368
25,2021-07-21 13:01:30.205198,5.7677001953125,16.52790069580078,-19.131999969482422,15.736599922180176,19.80739974975586,5.700099945068359,0.059700001031160355,0.05169999971985817,1.5460000038146973
26,2021-07-21 13:01:31.623682,6.26230001449585,16.95709991455078,-18.55970001220703,18.422199249267578,16.82110023498535,6.992599964141846,0.003700000001117587,-0.03909999877214432,1.6543999910354614
27,2021-07-21 13:01:33.047445,6.3850998878479,16.809999465942383,-18.64109992980957,17.962499618530273,17.140600204467773,7.37470006942749,0.03889999911189079,-0.016599999740719795,1.6502000093460083
