,a_nav_status_t,nav_status_D,nav_status_E,nav_status_N,nav_status_alt,nav_status_origin_lat,nav_status_origin_lon,nav_status_pitch,nav_status_roll,nav_status_yaw
0,2021-06-09 12:02:28.382766,0.0710040807304207,5.934771439078846,52.21544194796898,3.7325000762939453,39.54333,2.37794,0.11342728137969971,-0.03943938389420509,-1.53999662399292
1,2021-06-09 12:02:28.415484,0.0710040807304207,5.934771439078846,52.21544194796898,3.7325000762939453,39.54333,2.37794,0.11342728137969971,-0.03943938389420509,-1.53999662399292
2,2021-06-09 12:02:28.465140,0.06974042503789193,5.9110366802769665,52.21739189942109,3.737499952316284,39.54333,2.37794,0.11310134083032608,-0.04124167189002037,-1.539674997329712
3,2021-06-09 12:02:28.540934,0.0744939100647863,5.919228458272399,52.21236399859713,3.737499952316284,39.54333,2.37794,0.11190776526927948,-0.04395374283194542,-1.537107229232788
4,2021-06-09 12:02:28.586161,0.07844694465951012,5.922259663571591,52.22916359591114,3.737499952316284,39.54333,2.37794,0.11117509752511978,-0.044903434813022614,-1.5350031852722168
5,2021-06-09 12:02:28.623535,0.07922872099501406,5.9263642636704255,52.22961108545772,3.737499952316284,39.54333,2.37794,0.11027998477220535,-0.04552135244011879,-1.532558560371399
6,2021-06-09 12:02:28.654484,0.07922872099501406,5.9263642636704255,52.22961108545772,3.737499952316284,39.54333,2.37794,0.11027998477220535,-0.04552135244011879,-1.532558560371399
7,2021-06-09 12:02:28.700519,0.07960279676333948,5.929437215241248,52.229454816460425,3.737499952316284,39.54333,2.37794,0.10938470810651779,-0.046009812504053116,-1.5294421911239624
8,2021-06-09 12:02:28.739849,0.07610745154356616,5.931025724526306,52.229599701492724,3.737499952316284,39.54333,2.37794,0.10815873742103577,-0.04605911672115326,-1.5275790691375732
9,2021-06-09 12:02:28.782989,0.0718501354900949,5.9346240524803475,52.2299626412117,3.737499952316284,39.54333,2.37794,0.10716595500707626,-0.046000298112630844,-1.525406002998352
10,2021-06-09 12:02:28.821293,0.07061315642214884,5.938330530748617,52.23034578439456,3.737499952316284,39.54333,2.37794,0.10635267943143845,-0.04577014222741127,-1.5234791040420532
11,2021-06-09 12:02:28.862816,0.07051673276086962,5.941434894249246,52.23914963140327,3.7437500953674316,39.54333,2.37794,0.10574253648519516,-0.04534028843045235,-1.5218656063079834
12,2021-06-09 12:02:28.894421,0.07051673276086962,5.941434894249246,52.23914963140327,3.7437500953674316,39.54333,2.37794,0.10574253648519516,-0.04534028843045235,-1.5218656063079834
13,2021-06-09 12:02:28.940371,0.07058273018867658,5.94491468182812,52.24077455856264,3.7437500953674316,39.54333,2.37794,0.10541630536317825,-0.04477372393012047,-1.520727276802063
14,2021-06-09 12:02:28.981858,0.07086982526772861,5.948481303888831,52.24246960900099,3.75,39.54333,2.37794,0.10540973395109177,-0.04411818087100983,-1.5198322534561157
15,2021-06-09 12:02:29.025719,0.0710761333294317,5.960857970063779,52.250404691261885,3.75,39.54333,2.37794,0.10573279112577438,-0.04340402036905289,-1.519120454788208
16,2021-06-09 12:02:29.094308,0.07173141197324669,5.9657606606530535,52.25307993911187,3.7512500286102295,39.54333,2.37794,0.10639708489179611,-0.04263674467802048,-1.5186129808425903
17,2021-06-09 12:02:29.140508,0.07676575350690067,5.960192576729367,52.26278236944475,3.7512500286102295,39.54333,2.37794,0.10746249556541443,-0.04167739301919937,-1.5176018476486206
18,2021-06-09 12:02:29.177762,0.0809882957902905,5.960705400247556,52.26346005236036,3.7512500286102295,39.54333,2.37794,0.10859879106283188,-0.04121723398566246,-1.5179096460342407
19,2021-06-09 12:02:29.222252,0.08320705147545208,5.963515403571703,52.26720384671165,3.7512500286102295,39.54333,2.37794,0.10981544852256775,-0.040709469467401505,-1.5176423788070679
20,2021-06-09 12:02:29.263587,0.08416794225805972,5.966339410946288,52.27105447127437,3.7512500286102295,39.54333,2.37794,0.11092208325862885,-0.04042821377515793,-1.5173909664154053
21,2021-06-09 12:02:29.304005,0.08484674612904229,5.983628751237891,52.25971397609051,3.75,39.54333,2.37794,0.11181415617465973,-0.04041660577058792,-1.5171524286270142
22,2021-06-09 12:02:29.334507,0.08484674612904229,5.983628751237891,52.25971397609051,3.75,39.54333,2.37794,0.11181415617465973,-0.04041660577058792,-1.5171524286270142
23,2021-06-09 12:02:29.378457,0.0849880130687495,5.988768598193976,52.26126790756364,3.7487499713897705,39.54333,2.37794,0.11242116987705231,-0.04057835787534714,-1.5169010162353516
24,2021-06-09 12:02:29.422161,0.08463729691217863,5.993911781801395,52.26283332602629,3.7487499713897705,39.54333,2.37794,0.11267639696598053,-0.04095055162906647,-1.516674518585205
25,2021-06-09 12:02:29.462458,0.08446404557011529,5.975073419297576,52.241861434432586,3.75,39.54333,2.37794,0.1124638095498085,-0.041490085422992706,-1.5164633989334106
26,2021-06-09 12:02:29.501766,0.08694131666296241,5.979381126259894,52.239596391840166,3.75,39.54333,2.37794,0.11195147037506104,-0.042058542370796204,-1.5162997245788574
27,2021-06-09 12:02:29.534429,0.08694131666296241,5.979381126259894,52.239596391840166,3.75,39.54333,2.37794,0.11195147037506104,-0.042058542370796204,-1.5162997245788574
28,2021-06-09 12:02:29.578243,0.08988965745496626,5.983573323939505,52.23734539010562,3.7512500286102295,39.54333,2.37794,0.11109083145856857,-0.0425618439912796,-1.516259789466858
29,2021-06-09 12:02:29.661914,0.09057978267294739,5.996080802288279,52.226281218751495,3.7512500286102295,39.54333,2.37794,0.1085304394364357,-0.0429467149078846,-1.516279697418213
30,2021-06-09 12:02:29.703423,0.08352096461535978,6.001002904792333,52.222861465360346,3.7512500286102295,39.54333,2.37794,0.10714351385831833,-0.04258136823773384,-1.5162138938903809
31,2021-06-09 12:02:29.743598,0.07397015209991657,6.00615672303689,52.21921550762172,3.7512500286102295,39.54333,2.37794,0.10600293427705765,-0.04190914332866669,-1.5160269737243652
32,2021-06-09 12:02:29.776084,0.07407245690014097,5.994667293638554,52.2325360399262,3.7487499713897705,39.54333,2.37794,0.10599076747894287,-0.04194387048482895,-1.5160077810287476
33,2021-06-09 12:02:29.818981,0.07276380992971315,5.997420693971646,52.231304927965525,3.7487499713897705,39.54333,2.37794,0.10560549050569534,-0.04108511283993721,-1.5156863927841187
34,2021-06-09 12:02:29.859019,0.07277746110045215,6.000446886251931,52.22991078636206,3.747499942779541,39.54333,2.37794,0.10588211566209793,-0.040117815136909485,-1.5152040719985962
