,a_nav_status_xi,nav_status_D,nav_status_E,nav_status_N,nav_status_alt,nav_status_origin_lat,nav_status_origin_lon,nav_status_pitch,nav_status_roll,nav_status_yaw
0,2021-09-20 08:55:49.652331,0.0,-130.55978374876176,-85.85731862414126,0.0,39.154599999999995,2.9449,0.0,0.0,-0.06328581273555756
1,2021-09-20 08:55:49.684150,0.0,-130.5664629346421,-85.84670602333284,0.0,39.154599999999995,2.9449,0.0,0.0,-0.11359614133834839
2,2021-09-20 08:55:49.728434,0.0,-130.5733569024332,-85.83461402635102,0.0,39.154599999999995,2.9449,0.0,0.0,-0.12129966914653778
3,2021-09-20 08:55:49.754484,0.0,-130.58067256311443,-85.82230896665959,0.0,39.154599999999995,2.9449,0.0,0.0,-0.1195981428027153
4,2021-09-20 08:55:49.817363,0.0,-130.59525405895312,-85.79792634739353,0.0,39.154599999999995,2.9449,0.0,0.0,-0.16412563621997833
5,2021-09-20 08:55:49.856017,0.0,-130.60294072990786,-85.78563321342753,0.0,39.154599999999995,2.9449,0.0,0.0,-0.1739773452281952
6,2021-09-20 08:55:49.891935,0.0,-130.59988816960544,-85.77829307464971,0.0,39.154599999999995,2.9449,0.0,0.0,-0.17095613479614258
7,2021-09-20 08:55:49.918757,0.0,-130.60747670538694,-85.76617543781568,0.0,39.154599999999995,2.9449,0.0,0.0,-0.14443567395210266
8,2021-09-20 08:55:49.946062,0.0,-130.61489241519487,-85.75467959210981,0.0,39.154599999999995,2.9449,0.0,0.0,-0.17293435335159302
9,2021-09-20 08:55:50.014989,0.0,-130.6305025505551,-85.73132262556284,0.0,39.154599999999995,2.9449,0.0,0.0,-0.20812013745307922
10,2021-09-20 08:55:50.045453,0.0,-130.63857731153038,-85.71986537833408,0.0,39.154599999999995,2.9449,0.0,0.0,-0.19385047256946564
11,2021-09-20 08:55:50.081146,0.0,-130.63223984399232,-85.71530562264921,0.0,39.154599999999995,2.9449,0.0,0.0,-0.18791456520557404
12,2021-09-20 08:55:50.124788,0.0,-130.63959099361597,-85.70415412167125,0.0,39.154599999999995,2.9449,0.0,0.0,-0.19147363305091858
13,2021-09-20 08:55:50.157896,0.0,-130.64727526083828,-85.69249645049572,0.0,39.154599999999995,2.9449,0.0,0.0,-0.189188152551651
14,2021-09-20 08:55:50.186407,0.0,-130.65465080348378,-85.68109660432908,0.0,39.154599999999995,2.9449,0.0,0.0,-0.19132789969444275
15,2021-09-20 08:55:50.258631,0.0,-130.66891205729382,-85.65812252346933,0.0,39.154599999999995,2.9449,0.0,0.0,-0.14491304755210876
16,2021-09-20 08:55:50.283503,0.0,-130.6656400955502,-85.64686211775485,0.0,39.154599999999995,2.9449,0.0,0.0,-0.16526876389980316
17,2021-09-20 08:55:50.317378,0.0,-130.67206325185953,-85.6353633183005,0.0,39.154599999999995,2.9449,0.0,0.0,-0.1570000797510147
18,2021-09-20 08:55:50.353014,0.0,-130.67850332948834,-85.62337217285568,0.0,39.154599999999995,2.9449,0.0,0.0,-0.11221159249544144
19,2021-09-20 08:55:50.386363,0.0,-130.6844066156019,-85.61158492541755,0.0,39.154599999999995,2.9449,0.0,0.0,-0.07694974541664124
20,2021-09-20 08:55:50.419684,0.0,-130.69016965495783,-85.59922044878074,0.0,39.154599999999995,2.9449,0.0,0.0,-0.09729388356208801
21,2021-09-20 08:55:50.481215,0.0,-130.69030403334858,-85.5746713739289,0.0,39.154599999999995,2.9449,0.0,0.0,-0.056173019111156464
22,2021-09-20 08:55:50.528839,0.0,-130.69500473029143,-85.56245751367713,0.0,39.154599999999995,2.9449,0.0,0.0,-0.022125866264104843
23,2021-09-20 08:55:50.558611,0.0,-130.69939322655026,-85.54990542359563,0.0,39.154599999999995,2.9449,-0.0,0.0,0.014589671976864338
24,2021-09-20 08:55:50.592660,0.0,-130.70343349429905,-85.53730420946825,0.0,39.154599999999995,2.9449,-0.0,0.0,0.026794521138072014
25,2021-09-20 08:55:50.618060,0.0,-130.70749064483545,-85.52483003443315,0.0,39.154599999999995,2.9449,-0.0,0.0,0.011404291726648808
26,2021-09-20 08:55:50.651331,0.0,-130.71154354867,-85.51202460999136,0.0,39.154599999999995,2.9449,-0.0,0.0,0.05133715644478798
27,2021-09-20 08:55:50.717874,0.0,-130.70931083477842,-85.48483575841128,0.0,39.154599999999995,2.9449,-0.0,0.0,0.05495642125606537
28,2021-09-20 08:55:50.749282,0.0,-130.71250526614307,-85.47236356153306,0.0,39.154599999999995,2.9449,-0.0,0.0,0.05451221019029617
29,2021-09-20 08:55:50.783991,0.0,-130.7156329473398,-85.45948853326377,0.0,39.154599999999995,2.9449,-0.0,0.0,0.05887150391936302
30,2021-09-20 08:55:50.823006,0.0,-130.71868253516823,-85.44655351987288,0.0,39.154599999999995,2.9449,-0.0,0.0,0.08123230189085007
31,2021-09-20 08:55:50.856554,0.0,-130.7217585941005,-85.433830199782,0.0,39.154599999999995,2.9449,-0.0,0.0,0.10783073306083679
32,2021-09-20 08:55:50.918691,0.0,-130.7174120210345,-85.41158674225628,0.0,39.154599999999995,2.9449,-0.0,0.0,0.055804163217544556
33,2021-09-20 08:55:50.952054,0.0,-130.72034627535896,-85.39878113786365,0.0,39.154599999999995,2.9449,-0.0,0.0,0.0358140654861927
34,2021-09-20 08:55:50.983549,0.0,-130.72339422332965,-85.38644508585006,0.0,39.154599999999995,2.9449,-0.0,0.0,0.06957077234983444
35,2021-09-20 08:55:51.014619,0.0,-130.72640781240685,-85.37379342268146,0.0,39.154599999999995,2.9449,-0.0,0.0,0.03365747258067131
36,2021-09-20 08:55:51.048011,0.0,-130.7296214090992,-85.36119760289398,0.0,39.154599999999995,2.9449,-0.0,0.0,0.022369826212525368
