,a_modem_raw_t,modem_raw_X,modem_raw_Y,modem_raw_Z,modem_raw_ori_W,modem_raw_ori_X,modem_raw_ori_Y,modem_raw_ori_Z
0,2021-09-15 16:19:08.114707,-379.46440617789574,154.9697188759348,-3.4909002304077035,0.5641526234851895,-0.05980909408338534,0.07740756904635954,-0.8198553274413943
1,2021-09-15 16:19:19.833657,-376.9857113891396,151.05221907309885,-2.2597000122070328,0.3831021080389396,0.06477663876367777,0.029424139524985245,-0.920961987217613
2,2021-09-15 16:19:21.239368,-376.21499140608995,151.067911567004,-3.2458998680114735,0.40376545208845027,0.046797622313169,0.03552505819985303,-0.9129739385576898
3,2021-09-15 16:19:22.677766,-377.17706851986986,150.69319762499106,-2.828900051116947,0.4130572489691338,0.01365342991978026,0.04941765648344057,-0.9092607921565524
4,2021-09-15 16:19:24.117111,-377.6608619739416,150.31786473592948,-1.4235000133514362,0.362302521949902,-0.04384522765161058,0.07503705558797842,-0.927999956298278
5,2021-09-15 16:19:25.514221,-378.2430783078843,149.63095350974015,-2.4523000240325965,0.3355258264375881,-0.023057653960917072,0.04450756223090853,-0.9406964660779022
6,2021-09-15 16:19:31.918459,-377.1674599423547,149.0541537319782,-0.7949000120162955,0.2878025306828114,0.006589017144454281,0.01207458236092178,-0.9575909840043655
7,2021-09-15 16:20:01.841408,-378.0975106048954,149.44291935207642,3.411900091171267,0.2425119971881413,0.011436118268575829,0.032783390817622195,-0.9695268927189514
8,2021-09-15 16:20:15.236302,-376.61947303876235,149.60329572009908,4.926599788665773,0.2297863990201368,0.030442829713700992,0.021858675106979752,-0.9725192251400218
9,2021-09-15 16:20:23.596973,-377.53189306507863,149.49626332678244,6.702900218963623,0.214461505115778,0.02225004730451646,0.03886434120841584,-0.9757052634893684
10,2021-09-15 16:20:25.037381,-377.956589464092,149.2446374162448,6.8181999206543,0.2156253546673978,0.022831361099918596,0.029821187850991228,-0.9757536226579125
11,2021-09-15 16:20:46.913166,-376.4892854307096,149.19815603249737,9.893500137329102,0.19272454415024948,0.006901600473736812,0.013219614671477612,-0.9811395720186386
12,2021-09-15 16:20:48.359982,-376.1982255446974,148.9004060929599,10.170100021362309,0.16829580001014158,-0.01330827212560038,0.049277176092783724,-0.9844141270361261
13,2021-09-15 16:20:54.715269,-379.8952200207063,147.80095087946054,10.39889984130859,0.12326715692772099,-0.04568917872516009,-0.0016203304341286511,-0.9913198684075999
14,2021-09-15 16:21:16.676385,-383.3442408873453,145.81939081087458,9.652399826049805,0.34907695742696265,0.03116243620769702,0.027182162390281768,-0.9361812380148002
15,2021-09-15 16:21:24.435177,-384.5310729730071,143.3327442414271,10.19080047607422,0.4465717023703106,0.011680654608023278,0.02400264067860493,-0.8943495682284778
16,2021-09-15 16:21:25.874004,-384.01266971868506,143.44787993548704,10.155099678039553,0.45338268663176834,0.0060194418166212744,0.028278724217665897,-0.8908469113935331
17,2021-09-15 16:21:28.720248,-382.27212014953375,142.80562696293072,10.421100425720216,0.46028614146380464,0.017161655749617297,0.02324127848092116,-0.8873003936226256
18,2021-09-15 16:21:35.158905,-384.9371513222859,141.75984604622482,9.706700134277344,0.4484016419239673,0.016336711161831594,0.02538905428502507,-0.8933221565095186
19,2021-09-15 16:21:43.037536,-387.2821202611431,137.07407837746428,10.352900314331055,0.47859422996149087,0.001126929917720591,0.02743141457758774,-0.8776068656128442
20,2021-09-15 16:21:50.839597,-387.19940044831594,137.31269046858296,9.969099807739259,0.5311386427767424,-0.002208524562932806,0.015905522860307372,-0.847132739841328
21,2021-09-15 16:21:52.277758,-386.9003658766662,137.25339397113268,10.07299976348877,0.5333712508609919,0.0016993365215668106,0.013918931436296345,-0.8457650290465071
22,2021-09-15 16:21:53.675958,-386.91091200103097,136.6672227787393,9.97199993133545,0.5373288940095596,-0.0033250155584462152,0.021094690961711668,-0.8431023769075909
23,2021-09-15 16:22:00.112981,-388.3445106036451,134.14449127115753,9.783200073242185,0.5411207236739917,0.012529975550179479,0.03575413898682489,-0.8400910686756277
24,2021-09-15 16:22:01.518520,-388.46810064328037,132.3752569814114,10.195600318908692,0.5424266793155754,0.018523413337964156,0.03346732442308804,-0.8392318624319197
25,2021-09-15 16:22:07.995393,-388.8775413158972,130.33259904890585,9.766600418090821,0.5589419137353591,0.015528296445777436,0.020832585085344187,-0.8287996214272837
26,2021-09-15 16:22:09.360460,-388.68591726060885,131.029751888279,9.71740036010742,0.5589474084898535,-0.0012208647353869825,0.02753115985781364,-0.8287450387596043
27,2021-09-15 16:22:36.480586,-390.82191071340304,122.53469206522679,8.76840000152588,0.5964370242934618,0.007690858642023894,0.02143799540527383,-0.8023366744068928
28,2021-09-15 16:22:48.475295,-390.38109366110393,118.45331003466104,9.095000076293946,0.5794438596517703,0.011065569127888877,0.025311330796241857,-0.8145438620633382
29,2021-09-15 16:23:15.960992,-389.56758260176514,133.77803577341373,23.582199859619145,0.1444638538253928,0.03966203329476694,0.06737477382983319,-0.9864166249127287
30,2021-09-15 16:23:41.999377,-406.88518279028193,121.99472014388826,14.147700119018552,0.32128740191227023,-0.030451317775978946,0.04764325941145035,-0.9452921466143802
31,2021-09-15 16:24:06.680490,-393.68371699423085,135.28344812776683,25.14259986877441,0.931206783254211,-0.053437200621480406,0.059066316716506174,0.35568182781895086
32,2021-09-15 16:24:19.677333,-395.2093007761978,113.94632621242303,8.030800151824952,0.7564456219069665,-0.0325350959287289,0.014960226481350451,0.6530755547823832
33,2021-09-15 16:24:21.113843,-395.15040241894934,113.94082505533049,8.446299839019776,0.7186663944537373,-0.018358497286145418,0.037737492676153964,0.6940875021975091
34,2021-09-15 16:24:36.799031,-399.86286769859976,123.26621078875871,7.729900169372557,0.5596939146386185,-0.024883226921253977,-0.01267475239547471,0.8282287712861692
35,2021-09-15 16:24:41.114350,-399.462840498084,121.72002955999064,7.315399932861324,0.6275014221175944,-0.042945078218372366,-0.023135108179664958,0.7770858718743571
36,2021-09-15 16:24:53.280135,-400.71049474355135,130.61240110791366,7.0936000823974625,0.77789331067363,-0.03350088337275882,0.0037746459441616777,0.6274913864512088
37,2021-09-15 16:25:08.956837,-399.02899471010227,131.5017542206752,6.8215001106262205,0.8467135457705813,-0.027711566594891747,0.003863895356050879,0.5313128182136622
