,a_modem_delayed_t,modem_delayed_X,modem_delayed_Y,modem_delayed_Z,modem_delayed_ori_W,modem_delayed_ori_X,modem_delayed_ori_Y,modem_delayed_ori_Z
0,2021-09-16 15:34:11.056905,-87.9570642193781,-52.17633749367802,23.602000045776368,0.6542222362920241,0.0,0.0,-0.7563023638341103
1,2021-09-16 15:34:17.507757,-91.1237031434326,-51.49514013089012,27.737599182128907,0.6771597944398885,0.0,0.0,-0.7358359958537826
2,2021-09-16 15:34:18.984476,-94.33976776863732,-45.90774661705043,27.49969940185547,0.7455836545881253,0.0,0.0,-0.666412045217533
3,2021-09-16 15:34:41.003116,-84.45060853376737,-52.892242166175706,25.716500091552735,0.7288322658276704,0.0,0.0,-0.6846922873002909
4,2021-09-16 15:34:47.529667,-93.49410971475166,-42.72659126032302,27.207800674438477,0.838455133072645,0.0,0.0,-0.5449706320749158
5,2021-09-16 15:34:49.011376,-83.98395431448009,-53.10702619029989,26.82750015258789,0.7609505848558114,0.0,0.0,-0.6488098391729265
6,2021-09-16 15:34:55.550551,-87.78272944599301,-48.06052839187585,28.004099655151368,0.8215341715053064,0.0,0.0,-0.570159280420033
7,2021-09-16 15:35:02.078309,-81.26463165943412,-57.07425052664489,26.959400939941407,0.724597476662673,0.0,0.0,-0.6891723273710916
8,2021-09-16 15:35:03.570259,-84.80730032856965,-51.354905119324904,28.033400344848634,0.7767217221358225,0.0,0.0,-0.629843922223881
9,2021-09-16 15:35:06.417076,-82.47390331680707,-53.14266602235918,28.59640007019043,0.8022854541238715,0.0,0.0,-0.5969405750166873
10,2021-09-16 15:35:07.902119,-90.67377149882773,-43.897636202122015,28.225600051879884,0.8535294209015639,0.0,0.0,-0.5210446503472048
11,2021-09-16 15:35:24.753362,-79.52980736067555,-54.791977303468855,27.057299423217774,0.7881504041027498,0.0,0.0,-0.6154826890438692
12,2021-09-16 15:35:26.245796,-75.86705893753198,-63.99691402506558,26.77920036315918,0.6926718928074795,0.0,0.0,-0.7212528328641098
13,2021-09-16 15:35:27.739232,-87.42962904733332,-44.169146584293316,27.474100875854493,0.8525322978850306,0.0,0.0,-0.5226745460254109
14,2021-09-16 15:35:34.267286,-77.3202486102052,-66.53394764096737,28.204699325561524,0.6759836240010343,0.0,0.0,-0.7369166439173621
15,2021-09-16 15:35:35.785015,-82.41426309949286,-58.321137330314144,28.076300430297852,0.8034268467003574,0.0,0.0,-0.595403478324674
16,2021-09-16 15:35:38.602121,-80.13018639695188,-63.54266166528298,28.041899490356446,0.7076927325907616,0.0,0.0,-0.7065203438247343
17,2021-09-16 15:35:40.087218,-82.97676469869683,-56.59878438075965,28.383499908447266,0.7974978938588614,0.0,0.0,-0.6033217295031568
18,2021-09-16 15:35:46.612351,-81.88253911458129,-60.6872605958931,26.6572998046875,0.7972404918698586,0.0,0.0,-0.6036618243048884
19,2021-09-16 15:35:53.054304,-82.85882901649832,-72.01025655174678,29.19200019836426,0.6845485080317107,0.0,0.0,-0.7289673107564967
20,2021-09-16 15:35:59.587736,-88.64044062704215,-65.37224270003207,29.859700012207032,0.6821031623395334,0.0,0.0,-0.7312559578741278
21,2021-09-16 15:36:01.068780,-90.14945776314693,-56.01869926015526,28.378699111938477,0.8059460614649492,0.0,0.0,-0.5919889745672097
22,2021-09-16 15:36:12.648253,-95.21687053623091,-49.270036375462354,27.653500366210938,0.8164186790232787,0.0,0.0,-0.5774604233554752
23,2021-09-16 15:36:14.125282,-97.16613685765635,-50.55921069312564,28.748400497436524,0.8481924260453991,0.0,0.0,-0.5296882181049718
24,2021-09-16 15:36:15.602052,-90.04039722743903,-57.626034447865464,27.210999298095704,0.8037789066662386,0.0,0.0,-0.59492812103516
25,2021-09-16 15:36:17.080314,-87.42930745050917,-58.86163435896647,27.869299697875977,0.734484814115918,0.0,0.0,-0.6786251231962351
26,2021-09-16 15:36:18.554938,-87.73442593392124,-68.58259832240438,29.36489944458008,0.6743072334052164,0.0,0.0,-0.7384509157536492
27,2021-09-16 15:36:20.034022,-88.51261190494155,-63.43797444251578,28.37119941711426,0.6967167662191354,0.0,0.0,-0.717346323381636
28,2021-09-16 15:36:26.512485,-93.64816272898886,-57.09380082246565,29.222500610351563,0.7632407041612908,0.0,0.0,-0.6461142526762408
29,2021-09-16 15:36:43.245282,-97.33031114289292,-52.87774919847489,26.78520088195801,0.7454053930946329,0.0,0.0,-0.6666114310041764
30,2021-09-16 15:36:44.724750,-94.81492310658663,-56.84166675136709,27.019499588012696,0.6991740573401884,0.0,0.0,-0.7149514931395409
31,2021-09-16 15:36:46.195312,-87.62652634788145,-65.69419113876828,23.963799285888673,0.5533641628170141,0.0,0.0,-0.832939435559288
32,2021-09-16 15:36:53.607143,-96.7740709266824,-60.37468463872131,27.601799774169923,0.6162253652998513,0.0,0.0,-0.7875698693837042
33,2021-09-16 15:37:05.261356,-100.69443668419991,-53.45984745348932,27.23400001525879,0.6941221446998669,0.0,0.0,-0.7198572415675605
