,a_USBLlong_t,usbllong_N,usbllong_X,usbllong_Y,usbllong_Z,usbllong_pitch,usbllong_roll,usbllong_yaw
0,2021-09-15 16:18:30.369989,6.353899955749512,-20.348400115966797,26.726499557495117,-2.6758999824523926,0.07750000059604645,0.05310000106692314,-0.843500018119812
1,2021-09-15 16:18:33.030186,6.317800045013428,-19.81920051574707,27.068500518798828,-1.7467999458312988,0.03889999911189079,0.05079999938607216,-0.8222000002861023
2,2021-09-15 16:18:34.460367,6.941999912261963,-21.032699584960938,26.142499923706055,-0.18060000240802765,0.01119999960064888,0.032099999487400055,-0.8863000273704529
3,2021-09-15 16:18:35.893617,6.247099876403809,-21.38610076904297,25.862899780273438,-2.0543999671936035,0.051100000739097595,0.04989999905228615,-0.8792999982833862
4,2021-09-15 16:19:08.171393,1.8554999828338623,-18.1023006439209,17.445899963378906,-5.264699935913086,0.05990000069141388,-0.006800000090152025,-0.8858000040054321
5,2021-09-15 16:19:09.598117,2.1545000076293945,-15.218799591064453,19.220300674438477,-4.890699863433838,0.07450000196695328,-0.006800000090152025,-0.7678999900817871
6,2021-09-15 16:19:16.011903,2.266700029373169,-16.013200759887695,14.993900299072266,-6.434899806976318,0.054999999701976776,0.07959999889135361,-0.9165999889373779
7,2021-09-15 16:19:18.491114,1.2833000421524048,-16.389299392700195,14.554200172424316,-4.3302998542785645,0.03959999978542328,0.05130000039935112,-0.9016000032424927
8,2021-09-15 16:19:19.909790,0.7390999794006348,-15.82289981842041,14.029999732971191,-5.930300235748291,0.14920000731945038,0.032099999487400055,-0.8973000049591064
9,2021-09-15 16:19:21.320325,-0.4629000127315521,-15.878700256347656,13.752599716186523,-4.528600215911865,0.01759999990463257,0.014700000174343586,-0.8353000283241272
10,2021-09-15 16:19:22.744399,-0.19580000638961792,-15.62090015411377,13.323599815368652,-4.559999942779541,0.051500000059604645,0.009100000374019146,-0.8605999946594238
11,2021-09-15 16:19:24.159907,-0.5049999952316284,-15.335599899291992,13.078399658203125,-3.9941999912261963,0.09369999915361404,0.024299999698996544,-0.8475000262260437
12,2021-09-15 16:19:25.587465,-1.1210999488830566,-14.918999671936035,12.711299896240234,-4.408400058746338,0.09690000116825104,-0.024299999698996544,-0.8230999708175659
13,2021-09-15 16:19:32.004808,-2.3069000244140625,-15.20199966430664,11.256799697875977,-2.507499933242798,0.08619999885559082,-0.03610000014305115,-0.8188999891281128
14,2021-09-15 16:19:43.603658,-2.5320000648498535,-16.469100952148438,10.481599807739258,-1.097599983215332,0.09160000085830688,-0.0032999999821186066,-0.8748999834060669
15,2021-09-15 16:19:45.019202,-2.4072000980377197,-16.34160041809082,10.242199897766113,-0.45980000495910645,0.04820000007748604,0.002300000051036477,-0.8859000205993652
16,2021-09-15 16:20:01.899994,-3.9642999172210693,-18.788000106811523,6.199399948120117,0.15870000422000885,0.17329999804496765,-0.12269999831914902,-1.0256999731063843
17,2021-09-15 16:20:03.318912,-2.514400005340576,-17.453399658203125,8.799099922180176,1.6500999927520752,0.08169999718666077,-0.009600000455975533,-0.9679999947547913
18,2021-09-15 16:20:04.690699,-2.6507999897003174,-17.208900451660156,8.95300006866455,2.80649995803833,0.048700001090765,-0.018200000748038292,-0.9465000033378601
19,2021-09-15 16:20:06.105476,-2.874000072479248,-16.739999771118164,10.131500244140625,2.0617001056671143,0.09650000184774399,-0.0210999995470047,-0.8669000267982483
20,2021-09-15 16:20:07.529291,-3.2853000164031982,-17.107099533081055,9.405099868774414,2.0754001140594482,0.08869999647140503,-0.028599999845027924,-0.8867999911308289
21,2021-09-15 16:20:13.901831,-3.1445999145507812,-17.177600860595703,9.359800338745117,1.9946000576019287,0.10580000281333923,-0.008899999782443047,-0.8992000222206116
22,2021-09-15 16:20:15.309350,-3.2302000522613525,-17.222999572753906,9.732500076293945,2.2701001167297363,0.08659999817609787,0.03889999911189079,-0.8901000022888184
23,2021-09-15 16:20:16.725386,-3.7067999839782715,-16.822900772094727,9.759599685668945,4.158400058746338,0.03750000149011612,0.03460000082850456,-0.8543000221252441
24,2021-09-15 16:20:18.100018,-2.621000051498413,-15.855999946594238,11.106499671936035,3.515500068664551,0.0421999990940094,0.0658000037074089,-0.8296999931335449
25,2021-09-15 16:20:19.508310,-2.6424999237060547,-16.998300552368164,9.089900016784668,4.350900173187256,0.06480000168085098,0.025800000876188278,-0.9384999871253967
26,2021-09-15 16:20:20.922331,-3.1602001190185547,-17.2096004486084,8.98900032043457,4.0903000831604,0.0502999983727932,0.05249999836087227,-0.9302999973297119
27,2021-09-15 16:20:22.334953,-3.8101999759674072,-17.384300231933594,8.978599548339844,3.064500093460083,0.11919999867677689,-0.008200000040233135,-0.8802000284194946
28,2021-09-15 16:20:23.691715,-3.316999912261963,-16.913799285888672,9.936599731445312,3.8714001178741455,0.11079999804496765,0.018699999898672104,-0.85589998960495
29,2021-09-15 16:20:25.105388,-3.827899932861328,-17.131399154663086,8.972800254821777,5.150199890136719,0.05339999869465828,-0.004399999976158142,-0.8779000043869019
30,2021-09-15 16:20:47.009868,-3.545300006866455,-16.127300262451172,10.439200401306152,7.752900123596191,0.08969999849796295,-0.007000000216066837,-0.7796000242233276
31,2021-09-15 16:20:48.433576,-3.2720999717712402,-15.95580005645752,10.090100288391113,8.354399681091309,0.052400000393390656,0.019200000911951065,-0.8228999972343445
32,2021-09-15 16:20:54.813082,-5.709499835968018,-16.443599700927734,8.197600364685059,9.079299926757812,0.02879999950528145,0.006099999882280827,-0.7838000059127808
33,2021-09-15 16:21:16.778340,-11.059399604797363,-17.20009994506836,-2.9003000259399414,7.083899974822998,0.10869999974966049,0.018799999728798866,-1.0282000303268433
34,2021-09-15 16:21:18.191816,-9.46560001373291,-16.80590057373047,0.17000000178813934,7.442599773406982,0.11100000143051147,0.025699999183416367,-0.9363999962806702
35,2021-09-15 16:21:24.554011,-11.249500274658203,-15.303600311279297,-3.301500082015991,8.289799690246582,0.07699999958276749,0.015200000256299973,-0.9556999802589417
36,2021-09-15 16:21:25.965483,-11.615300178527832,-15.227299690246582,-3.476099967956543,8.045700073242188,0.09109999984502792,0.012000000104308128,-0.9182000160217285
37,2021-09-15 16:21:27.385830,-11.673100471496582,-14.635199546813965,-3.601799964904785,8.947099685668945,0.03420000150799751,0.007300000172108412,-0.9115999937057495
38,2021-09-15 16:21:28.803233,-11.443099975585938,-14.305299758911133,-1.9104000329971313,9.663000106811523,0.014499999582767487,0.10279999673366547,-0.8605999946594238
39,2021-09-15 16:21:35.241372,-12.491499900817871,-13.679499626159668,-6.330900192260742,7.626500129699707,0.08760000020265579,-0.017999999225139618,-0.9595999717712402
40,2021-09-15 16:21:36.652508,-12.794899940490723,-13.262399673461914,-7.341400146484375,7.462399959564209,0.08460000157356262,-0.06319999694824219,-0.957099974155426
41,2021-09-15 16:21:43.101137,-12.861800193786621,-10.438899993896484,-8.519000053405762,9.335599899291992,-0.00989999994635582,-0.038600001484155655,-0.9222000241279602
42,2021-09-15 16:21:49.532822,-12.549799919128418,-10.476699829101562,-7.5100998878479,9.61769962310791,0.02160000056028366,0.0348999984562397,-0.8935999870300293
43,2021-09-15 16:21:50.942956,-13.183099746704102,-9.824299812316895,-9.665399551391602,8.425999641418457,0.0608999989926815,-0.01679999940097332,-0.9291999936103821
44,2021-09-15 16:21:52.357387,-13.024999618530273,-9.737199783325195,-9.323800086975098,8.748200416564941,0.05779999867081642,0.002400000113993883,-0.9164999723434448
45,2021-09-15 16:21:53.766805,-12.990900039672852,-8.995699882507324,-9.526800155639648,9.030900001525879,0.027400000020861626,0.010599999688565731,-0.8787999749183655
46,2021-09-15 16:22:00.194410,-13.055100440979004,-9.116900444030762,-9.944999694824219,8.339599609375,0.09839999675750732,0.0210999995470047,-0.836899995803833
47,2021-09-15 16:22:01.603188,-12.745800018310547,-7.5756001472473145,-10.554100036621094,9.106800079345703,0.05779999867081642,0.012600000016391277,-0.9103999733924866
48,2021-09-15 16:22:08.051992,-12.713199615478516,-7.115099906921387,-11.229599952697754,8.634699821472168,0.04399999976158142,-0.002400000113993883,-0.795199990272522
49,2021-09-15 16:22:09.455493,-12.528300285339355,-6.598299980163574,-11.243300437927246,8.979100227355957,0.0035000001080334187,0.007499999832361937,-0.753600001335144
50,2021-09-15 16:22:36.531223,-11.876700401306152,-0.23240000009536743,-16.885400772094727,7.561299800872803,0.0625,-0.024299999698996544,-0.8055999875068665
51,2021-09-15 16:22:37.943460,-12.024800300598145,-0.5875999927520752,-16.788000106811523,8.117899894714355,0.06270000338554382,-0.00139999995008111,-0.7944999933242798
52,2021-09-15 16:22:39.357943,-11.905099868774414,0.5715000033378601,-17.519899368286133,7.193999767303467,0.03350000083446503,-0.037700001150369644,-0.8083999752998352
53,2021-09-15 16:22:40.771707,-11.734100341796875,0.2502000033855438,-17.298200607299805,8.142800331115723,0.025100000202655792,-0.00800000037997961,-0.7750999927520752
54,2021-09-15 16:22:42.181340,-11.056099891662598,2.3199000358581543,-18.08060073852539,6.732900142669678,-0.00989999994635582,-0.03180000185966492,-0.7870000004768372
55,2021-09-15 16:22:48.581338,-10.852700233459473,3.2483999729156494,-18.377899169921875,8.656100273132324,-0.005900000222027302,0.020600000396370888,-0.7850000262260437
56,2021-09-15 16:23:05.342407,-11.600600242614746,-9.217100143432617,-8.496199607849121,20.953500747680664,0.03929999843239784,-0.021299999207258224,-0.7078999876976013
57,2021-09-15 16:23:11.728406,-20.894800186157227,-9.038000106811523,-22.184200286865234,9.253999710083008,-0.04470000043511391,-0.008700000122189522,-0.6499999761581421
58,2021-09-15 16:23:13.160636,-10.97920036315918,4.828800201416016,-24.45949935913086,7.073200225830078,0.02370000071823597,0.005900000222027302,-0.6557000279426575
59,2021-09-15 16:23:14.587475,-12.286399841308594,-10.630599975585938,-8.680100440979004,22.177400588989258,0.06700000166893005,-0.019200000911951065,-0.7037000060081482
60,2021-09-15 16:23:16.019170,-13.081199645996094,-11.189800262451172,-9.0108003616333,21.994600296020508,0.05810000002384186,-0.019899999722838402,-0.7023000121116638
61,2021-09-15 16:23:17.456137,-21.82699966430664,-10.282500267028809,-21.223400115966797,11.758700370788574,0.059700001031160355,0.03370000049471855,-0.7595999836921692
62,2021-09-15 16:23:18.883333,-11.807999610900879,4.618899822235107,-25.457700729370117,6.695199966430664,-0.040699999779462814,0.006800000090152025,-0.6425999999046326
63,2021-09-15 16:23:25.297005,-23.708900451660156,-10.407500267028809,-24.429399490356445,10.736800193786621,0.039400000125169754,0.006800000090152025,-0.7243000268936157
64,2021-09-15 16:23:42.067829,-27.584400177001953,-11.340700149536133,-29.95009994506836,10.160799980163574,0.09929999709129333,-0.07159999758005142,-0.767799973487854
65,2021-09-15 16:23:58.896016,-17.458999633789062,3.3041000366210938,-31.412700653076172,7.712600231170654,0.022199999541044235,0.00139999995008111,-0.6952000260353088
66,2021-09-15 16:24:00.325921,-19.851999282836914,-15.100500106811523,-12.909000396728516,25.210100173950195,0.00139999995008111,0.0008999999845400453,-0.6956999897956848
67,2021-09-15 16:24:06.744424,-17.683900833129883,-14.883000373840332,-11.298700332641602,23.58289909362793,0.04520000144839287,-0.00989999994635582,-0.6862999796867371
